428,Feb 19 2021,BOS,121,ATL,109
429,Feb 19 2021,PHI,112,CHI,105
430,Feb 19 2021,MEM,109,DET,95
431,Feb 19 2021,MIL,98,OKC,85
432,Feb 19 2021,NOP,114,PHO,132
433,Feb 19 2021,MIN,81,TOR,86
434,Feb 19 2021,LAC,116,UTA,112
435,Feb 20 2021,CHO,102,GSW,100
436,Feb 20 2021,LAL,94,MIA,96
437,Feb 20 2021,CHI,122,SAC,114
438,Feb 20 2021,MEM,97,PHO,128
439,Feb 20 2021,MEM,111,WAS,118
440,Feb 21 2021,NOP,120,BOS,115
441,Feb 21 2021,CLE,101,OKC,117
442,Feb 21 2021,NYK,103,MIN,99
443,Feb 21 2021,ORL,105,DET,96
444,Feb 21 2021,TOR,110,PHI,103
445,Feb 21 2021,ATL,123,DEN,115
446,Feb 21 2021,LAC,108,BRK,112
447,Feb 21 2021,MIL,128,SAC,115
448,Feb 22 2021,HOU,100,CHI,120
449,Feb 22 2021,DAL,102,MEM,92
450,Feb 22 2021,OKC,94,MIA,108
451,Feb 22 2021,PHO,132,MIA,100
452,Feb 22 2021,UTA,132,CHO,110
453,Feb 22 2021,LAL,124,WAS,127
454,Feb 23 2021,CLE,112,ATL,111
455,Feb 23 2021,ORL,93,DET,105
456,Feb 23 2021,BRK,127,SAC,118
457,Feb 23 2021,DAL,110,BOS,107
458,Feb 23 2021,NYK,106,GSW,114
459,Feb 23 2021,TOR,102,PHI,109
460,Feb 23 2021,MIL,139,MIN,112
461,Feb 23 2021,DEN,111,MIN,106
462,Feb 23 2021,LAC,135,WAS,116
463,Feb 24 2021,ATL,127,BOS,112
464,Feb 24 2021,CLE,112,HOU,96
465,Feb 24 2021,IND,107,GSW,111
466,Feb 24 2021,CHI,133,MIN,126
467,Feb 24 2021,MIA,116,TOR,108
468,Feb 24 2021,NOP,128,DET,118
469,Feb 24 2021,OKC,102,SAS,99
470,Feb 24 2021,PHO,121,CHO,124
471,Feb 24 2021,UTA,114,LAL,89
472,Feb 25 2021,PHI,111,DAL,97
473,Feb 25 2021,BRK,129,ORL,92
474,Feb 25 2021,NYK,140,SAC,121
475,Feb 25 2021,MEM,122,LAC,94
476,Feb 25 2021,DEN,110,WAS,112
477,Feb 25 2021,MIL,129,NOP,125
478,Feb 26 2021,BOS,118,IND,112
479,Feb 26 2021,TOR,122,HOU,111
480,Feb 26 2021,CHI,97,PHO,106
481,Feb 26 2021,DET,107,SAC,110
482,Feb 26 2021,MEM,99,LAC,119
483,Feb 26 2021,MIA,124,UTA,116
484,Feb 26 2021,OKC,118,ATL,109
485,Feb 26 2021,GSW,130,CHO,121
486,Feb 26 2021,LAL,102,CHO,93
487,Feb 27 2021,PHI,109,CLE,112
488,Feb 27 2021,WAS,128,MIN,112
489,Feb 27 2021,NYK,110,IND,107
490,Feb 27 2021,OKC,96,DEN,126
491,Feb 27 2021,ORL,109,UTA,124
492,Feb 27 2021,SAS,117,NOP,114
493,Feb 27 2021,BRK,98,DAL,115
494,Feb 28 2021,MIL,105,LAC,100
495,Feb 28 2021,BOS,111,WAS,110
496,Feb 28 2021,DET,90,NYK,109
497,Feb 28 2021,HOU,84,MEM,133
498,Feb 28 2021,LAL,117,GSW,91
499,Feb 28 2021,MIA,109,ATL,99
500,Feb 28 2021,MIN,99,PHO,118
501,Feb 28 2021,SAC,126,CHO,127
502,Mar 1 2021,ORL,124,DAL,130
503,Mar 1 2021,PHI,130,IND,114
504,Mar 1 2021,CHI,112,DEN,118
505,Mar 1 2021,NOP,129,UTA,124
506,Mar 1 2021,SAS,113,BRK,124
507,Mar 1 2021,HOU,90,CLE,101
508,Mar 1 2021,HOU,123,CHO,111
509,Mar 2 2021,WAS,111,MEM,125
510,Mar 2 2021,BOS,117,LAC,112
511,Mar 2 2021,MIA,80,ATL,94
512,Mar 2 2021,SAS,119,NYK,93
513,Mar 2 2021,MIL,97,DEN,128
514,Mar 2 2021,LAL,104,PHO,114
515,Mar 3 2021,CLE,111,IND,114
516,Mar 3 2021,PHI,131,UTA,123
517,Mar 3 2021,TOR,105,DET,129
